       x:             u(x):          v(x):  
   0.0080000000    0.068884017    0.068884011
   0.0081000000    0.069706676    0.069706670
   0.0082000000    0.070528414    0.070528408
   0.0083000000    0.071349230    0.071349224
   0.0084000000    0.072169125    0.072169119
   0.0085000000    0.072988101    0.072988095
   0.0086000000    0.073806159    0.073806153
   0.0087000000    0.074623299    0.074623293
   0.0088000000    0.075439523    0.075439517
   0.0089000000    0.076254830    0.076254824
   0.0090000000    0.077069223    0.077069217
   0.0091000000    0.077882702    0.077882696
   0.0092000000    0.078695268    0.078695262
   0.0093000000    0.079506922    0.079506915
   0.0094000000    0.080317665    0.080317658
   0.0095000000    0.081127497    0.081127490
   0.0096000000    0.081936420    0.081936413
   0.0097000000    0.082744434    0.082744427
   0.0098000000    0.083551541    0.083551534
   0.0099000000    0.084357741    0.084357734
    0.010000000    0.085163036    0.085163029
    0.010100000    0.085967426    0.085967418
    0.010200000    0.086770911    0.086770904
    0.010300000    0.087573494    0.087573487
    0.010400000    0.088375175    0.088375167
    0.010500000    0.089175954    0.089175947
    0.010600000    0.089975833    0.089975826
    0.010700000    0.090774813    0.090774805
    0.010800000    0.091572894    0.091572886
    0.010900000    0.092370077    0.092370070
    0.011000000    0.093166364    0.093166356
    0.011100000    0.093961755    0.093961747
    0.011200000    0.094756251    0.094756243
    0.011300000    0.095549853    0.095549845
    0.011400000    0.096342562    0.096342554
    0.011500000    0.097134378    0.097134370
    0.011600000    0.097925303    0.097925295
    0.011700000    0.098715338    0.098715330
    0.011800000    0.099504483    0.099504475
    0.011900000     0.10029274     0.10029273
    0.012000000     0.10108011     0.10108010
    0.012100000     0.10186659     0.10186658
    0.012200000     0.10265219     0.10265218
    0.012300000     0.10343690     0.10343689
    0.012400000     0.10422072     0.10422071
    0.012500000     0.10500366     0.10500366
    0.012600000     0.10578573     0.10578572
    0.012700000     0.10656690     0.10656690
    0.012800000     0.10734720     0.10734719
    0.012900000     0.10812662     0.10812661
    0.013000000     0.10890516     0.10890515
    0.013100000     0.10968282     0.10968281
    0.013200000     0.11045960     0.11045959
    0.013300000     0.11123551     0.11123550
    0.013400000     0.11201054     0.11201053
    0.013500000     0.11278470     0.11278469
    0.013600000     0.11355798     0.11355798
    0.013700000     0.11433040     0.11433039
    0.013800000     0.11510193     0.11510193
    0.013900000     0.11587260     0.11587259
    0.014000000     0.11664240     0.11664239
    0.014100000     0.11741133     0.11741132
    0.014200000     0.11817939     0.11817938
    0.014300000     0.11894658     0.11894657
    0.014400000     0.11971291     0.11971290
    0.014500000     0.12047837     0.12047836
    0.014600000     0.12124296     0.12124295
    0.014700000     0.12200669     0.12200668
    0.014800000     0.12276956     0.12276955
    0.014900000     0.12353156     0.12353155
    0.015000000     0.12429270     0.12429269
    0.015100000     0.12505299     0.12505298
    0.015200000     0.12581241     0.12581240
    0.015300000     0.12657097     0.12657096
    0.015400000     0.12732868     0.12732867
    0.015500000     0.12808553     0.12808552
    0.015600000     0.12884152     0.12884151
    0.015700000     0.12959665     0.12959664
    0.015800000     0.13035094     0.13035092
    0.015900000     0.13110436     0.13110435
    0.016000000     0.13185694     0.13185693
    0.016100000     0.13260866     0.13260865
    0.016200000     0.13335953     0.13335952
    0.016300000     0.13410955     0.13410954
    0.016400000     0.13485872     0.13485871
    0.016500000     0.13560705     0.13560703
    0.016600000     0.13635452     0.13635451
    0.016700000     0.13710115     0.13710114
    0.016800000     0.13784693     0.13784692
    0.016900000     0.13859186     0.13859185
    0.017000000     0.13933596     0.13933594
    0.017100000     0.14007920     0.14007919
    0.017200000     0.14082161     0.14082160
    0.017300000     0.14156317     0.14156316
    0.017400000     0.14230389     0.14230388
    0.017500000     0.14304377     0.14304376
    0.017600000     0.14378282     0.14378280
    0.017700000     0.14452102     0.14452101
    0.017800000     0.14525838     0.14525837
    0.017900000     0.14599491     0.14599490
    0.018000000     0.14673061     0.14673059
    0.018100000     0.14746546     0.14746545
    0.018200000     0.14819949     0.14819947
    0.018300000     0.14893268     0.14893266
    0.018400000     0.14966503     0.14966502
    0.018500000     0.15039656     0.15039654
    0.018600000     0.15112725     0.15112724
    0.018700000     0.15185711     0.15185710
    0.018800000     0.15258615     0.15258613
    0.018900000     0.15331435     0.15331434
    0.019000000     0.15404173     0.15404172
    0.019100000     0.15476828     0.15476827
    0.019200000     0.15549400     0.15549399
    0.019300000     0.15621890     0.15621889
    0.019400000     0.15694298     0.15694296
    0.019500000     0.15766623     0.15766621
    0.019600000     0.15838866     0.15838864
    0.019700000     0.15911026     0.15911025
    0.019800000     0.15983105     0.15983103
    0.019900000     0.16055101     0.16055100
    0.020000000     0.16127015     0.16127014
    0.020100000     0.16198848     0.16198847
    0.020200000     0.16270599     0.16270598
    0.020300000     0.16342268     0.16342267
    0.020400000     0.16413855     0.16413854
    0.020500000     0.16485361     0.16485360
    0.020600000     0.16556786     0.16556785
    0.020700000     0.16628129     0.16628128
    0.020800000     0.16699391     0.16699389
    0.020900000     0.16770571     0.16770570
    0.021000000     0.16841671     0.16841669
    0.021100000     0.16912689     0.16912688
    0.021200000     0.16983626     0.16983625
    0.021300000     0.17054483     0.17054482
    0.021400000     0.17125259     0.17125257
    0.021500000     0.17195954     0.17195952
    0.021600000     0.17266568     0.17266566
    0.021700000     0.17337102     0.17337100
    0.021800000     0.17407555     0.17407553
    0.021900000     0.17477928     0.17477926
    0.022000000     0.17548220     0.17548219
    0.022100000     0.17618432     0.17618431
    0.022200000     0.17688564     0.17688563
    0.022300000     0.17758616     0.17758615
    0.022400000     0.17828588     0.17828587
    0.022500000     0.17898480     0.17898479
    0.022600000     0.17968292     0.17968291
    0.022700000     0.18038025     0.18038023
    0.022800000     0.18107678     0.18107676
    0.022900000     0.18177251     0.18177249
    0.023000000     0.18246744     0.18246743
    0.023100000     0.18316158     0.18316157
    0.023200000     0.18385493     0.18385491
    0.023300000     0.18454748     0.18454747
    0.023400000     0.18523925     0.18523923
    0.023500000     0.18593022     0.18593020
    0.023600000     0.18662040     0.18662038
    0.023700000     0.18730979     0.18730977
    0.023800000     0.18799839     0.18799837
    0.023900000     0.18868620     0.18868619
    0.024000000     0.18937323     0.18937321
    0.024100000     0.19005947     0.19005945
    0.024200000     0.19074492     0.19074491
    0.024300000     0.19142959     0.19142957
    0.024400000     0.19211347     0.19211346
    0.024500000     0.19279657     0.19279656
    0.024600000     0.19347889     0.19347888
    0.024700000     0.19416043     0.19416041
    0.024800000     0.19484118     0.19484117
    0.024900000     0.19552116     0.19552114
    0.025000000     0.19620035     0.19620034
    0.025100000     0.19687877     0.19687875
    0.025200000     0.19755641     0.19755639
    0.025300000     0.19823327     0.19823325
    0.025400000     0.19890935     0.19890933
    0.025500000     0.19958466     0.19958464
    0.025600000     0.20025919     0.20025918
    0.025700000     0.20093295     0.20093294
    0.025800000     0.20160594     0.20160592
    0.025900000     0.20227815     0.20227814
    0.026000000     0.20294959     0.20294958
    0.026100000     0.20362027     0.20362025
    0.026200000     0.20429017     0.20429015
    0.026300000     0.20495930     0.20495928
    0.026400000     0.20562766     0.20562764
    0.026500000     0.20629525     0.20629524
    0.026600000     0.20696208     0.20696206
    0.026700000     0.20762814     0.20762812
    0.026800000     0.20829344     0.20829342
    0.026900000     0.20895797     0.20895795
    0.027000000     0.20962173     0.20962171
    0.027100000     0.21028473     0.21028472
    0.027200000     0.21094697     0.21094696
    0.027300000     0.21160845     0.21160843
    0.027400000     0.21226917     0.21226915
    0.027500000     0.21292913     0.21292911
    0.027600000     0.21358832     0.21358830
    0.027700000     0.21424676     0.21424674
    0.027800000     0.21490444     0.21490442
    0.027900000     0.21556136     0.21556135
    0.028000000     0.21621753     0.21621751
    0.028100000     0.21687294     0.21687292
    0.028200000     0.21752760     0.21752758
    0.028300000     0.21818150     0.21818148
    0.028400000     0.21883464     0.21883463
    0.028500000     0.21948704     0.21948702
    0.028600000     0.22013868     0.22013866
    0.028700000     0.22078957     0.22078956
    0.028800000     0.22143972     0.22143970
    0.028900000     0.22208911     0.22208909
    0.029000000     0.22273775     0.22273773
    0.029100000     0.22338564     0.22338562
    0.029200000     0.22403279     0.22403277
    0.029300000     0.22467919     0.22467917
    0.029400000     0.22532484     0.22532482
    0.029500000     0.22596975     0.22596973
    0.029600000     0.22661392     0.22661390
    0.029700000     0.22725734     0.22725732
    0.029800000     0.22790001     0.22789999
    0.029900000     0.22854195     0.22854193
    0.030000000     0.22918314     0.22918312
    0.030100000     0.22982359     0.22982357
    0.030200000     0.23046331     0.23046329
    0.030300000     0.23110228     0.23110226
    0.030400000     0.23174051     0.23174049
    0.030500000     0.23237801     0.23237799
    0.030600000     0.23301477     0.23301475
    0.030700000     0.23365079     0.23365077
    0.030800000     0.23428608     0.23428606
    0.030900000     0.23492063     0.23492061
    0.031000000     0.23555445     0.23555443
    0.031100000     0.23618754     0.23618752
    0.031200000     0.23681989     0.23681987
    0.031300000     0.23745151     0.23745149
    0.031400000     0.23808240     0.23808238
    0.031500000     0.23871256     0.23871254
    0.031600000     0.23934198     0.23934196
    0.031700000     0.23997068     0.23997066
    0.031800000     0.24059866     0.24059864
    0.031900000     0.24122590     0.24122588
    0.032000000     0.24185242     0.24185240
    0.032100000     0.24247821     0.24247819
    0.032200000     0.24310327     0.24310325
    0.032300000     0.24372761     0.24372759
    0.032400000     0.24435123     0.24435121
    0.032500000     0.24497412     0.24497410
    0.032600000     0.24559629     0.24559627
    0.032700000     0.24621774     0.24621772
    0.032800000     0.24683847     0.24683845
    0.032900000     0.24745848     0.24745846
    0.033000000     0.24807776     0.24807774
    0.033100000     0.24869633     0.24869631
    0.033200000     0.24931418     0.24931416
    0.033300000     0.24993132     0.24993130
    0.033400000     0.25054773     0.25054771
    0.033500000     0.25116343     0.25116341
    0.033600000     0.25177842     0.25177840
    0.033700000     0.25239269     0.25239267
    0.033800000     0.25300625     0.25300623
    0.033900000     0.25361909     0.25361907
    0.034000000     0.25423122     0.25423120
    0.034100000     0.25484264     0.25484262
    0.034200000     0.25545335     0.25545333
    0.034300000     0.25606335     0.25606332
    0.034400000     0.25667263     0.25667261
    0.034500000     0.25728121     0.25728119
    0.034600000     0.25788908     0.25788906
    0.034700000     0.25849625     0.25849623
    0.034800000     0.25910270     0.25910268
    0.034900000     0.25970845     0.25970843
    0.035000000     0.26031350     0.26031348
    0.035100000     0.26091784     0.26091782
    0.035200000     0.26152148     0.26152145
    0.035300000     0.26212441     0.26212439
    0.035400000     0.26272664     0.26272662
    0.035500000     0.26332817     0.26332815
    0.035600000     0.26392900     0.26392897
    0.035700000     0.26452912     0.26452910
    0.035800000     0.26512855     0.26512853
    0.035900000     0.26572728     0.26572726
    0.036000000     0.26632531     0.26632529
    0.036100000     0.26692264     0.26692262
    0.036200000     0.26751928     0.26751925
    0.036300000     0.26811521     0.26811519
    0.036400000     0.26871046     0.26871044
    0.036500000     0.26930501     0.26930498
    0.036600000     0.26989886     0.26989884
    0.036700000     0.27049202     0.27049200
    0.036800000     0.27108449     0.27108447
    0.036900000     0.27167626     0.27167624
    0.037000000     0.27226735     0.27226733
    0.037100000     0.27285774     0.27285772
    0.037200000     0.27344745     0.27344742
    0.037300000     0.27403646     0.27403644
    0.037400000     0.27462479     0.27462476
    0.037500000     0.27521242     0.27521240
    0.037600000     0.27579937     0.27579935
    0.037700000     0.27638564     0.27638561
    0.037800000     0.27697122     0.27697119
    0.037900000     0.27755611     0.27755608
    0.038000000     0.27814032     0.27814029
    0.038100000     0.27872384     0.27872382
    0.038200000     0.27930668     0.27930666
    0.038300000     0.27988884     0.27988882
    0.038400000     0.28047032     0.28047029
    0.038500000     0.28105111     0.28105109
    0.038600000     0.28163123     0.28163120
    0.038700000     0.28221066     0.28221064
    0.038800000     0.28278942     0.28278939
    0.038900000     0.28336750     0.28336747
    0.039000000     0.28394490     0.28394487
    0.039100000     0.28452162     0.28452160
    0.039200000     0.28509767     0.28509764
    0.039300000     0.28567304     0.28567301
    0.039400000     0.28624773     0.28624771
    0.039500000     0.28682175     0.28682173
    0.039600000     0.28739510     0.28739508
    0.039700000     0.28796778     0.28796775
    0.039800000     0.28853978     0.28853976
    0.039900000     0.28911111     0.28911109
    0.040000000     0.28968177     0.28968175
    0.040100000     0.29025176     0.29025174
    0.040200000     0.29082108     0.29082106
    0.040300000     0.29138973     0.29138971
    0.040400000     0.29195771     0.29195769
    0.040500000     0.29252503     0.29252500
    0.040600000     0.29309168     0.29309165
    0.040700000     0.29365766     0.29365763
    0.040800000     0.29422297     0.29422295
    0.040900000     0.29478762     0.29478760
    0.041000000     0.29535161     0.29535159
    0.041100000     0.29591493     0.29591491
    0.041200000     0.29647759     0.29647757
    0.041300000     0.29703959     0.29703957
    0.041400000     0.29760093     0.29760090
    0.041500000     0.29816160     0.29816158
    0.041600000     0.29872162     0.29872159
    0.041700000     0.29928097     0.29928095
    0.041800000     0.29983967     0.29983964
    0.041900000     0.30039771     0.30039768
    0.042000000     0.30095509     0.30095506
    0.042100000     0.30151181     0.30151178
    0.042200000     0.30206788     0.30206785
    0.042300000     0.30262329     0.30262326
    0.042400000     0.30317804     0.30317802
    0.042500000     0.30373214     0.30373212
    0.042600000     0.30428559     0.30428557
    0.042700000     0.30483839     0.30483836
    0.042800000     0.30539053     0.30539050
    0.042900000     0.30594202     0.30594199
    0.043000000     0.30649286     0.30649283
    0.043100000     0.30704305     0.30704302
    0.043200000     0.30759258     0.30759256
    0.043300000     0.30814147     0.30814145
    0.043400000     0.30868971     0.30868969
    0.043500000     0.30923731     0.30923728
    0.043600000     0.30978425     0.30978423
    0.043700000     0.31033055     0.31033053
    0.043800000     0.31087621     0.31087618
    0.043900000     0.31142121     0.31142119
    0.044000000     0.31196558     0.31196555
    0.044100000     0.31250930     0.31250927
    0.044200000     0.31305237     0.31305235
    0.044300000     0.31359480     0.31359478
    0.044400000     0.31413659     0.31413657
    0.044500000     0.31467774     0.31467772
    0.044600000     0.31521825     0.31521823
    0.044700000     0.31575812     0.31575809
    0.044800000     0.31629735     0.31629732
    0.044900000     0.31683594     0.31683591
    0.045000000     0.31737389     0.31737386
    0.045100000     0.31791121     0.31791118
    0.045200000     0.31844788     0.31844786
    0.045300000     0.31898392     0.31898390
    0.045400000     0.31951933     0.31951930
    0.045500000     0.32005410     0.32005407
    0.045600000     0.32058823     0.32058821
    0.045700000     0.32112173     0.32112171
    0.045800000     0.32165460     0.32165458
    0.045900000     0.32218684     0.32218681
    0.046000000     0.32271844     0.32271842
    0.046100000     0.32324942     0.32324939
    0.046200000     0.32377976     0.32377973
    0.046300000     0.32430947     0.32430944
    0.046400000     0.32483855     0.32483853
    0.046500000     0.32536701     0.32536698
    0.046600000     0.32589483     0.32589480
    0.046700000     0.32642203     0.32642200
    0.046800000     0.32694860     0.32694857
    0.046900000     0.32747455     0.32747452
    0.047000000     0.32799987     0.32799984
    0.047100000     0.32852456     0.32852453
    0.047200000     0.32904863     0.32904860
    0.047300000     0.32957208     0.32957205
    0.047400000     0.33009490     0.33009487
    0.047500000     0.33061710     0.33061707
    0.047600000     0.33113868     0.33113865
    0.047700000     0.33165964     0.33165961
    0.047800000     0.33217997     0.33217995
    0.047900000     0.33269969     0.33269966
    0.048000000     0.33321879     0.33321876
    0.048100000     0.33373727     0.33373724
    0.048200000     0.33425513     0.33425510
    0.048300000     0.33477237     0.33477234
    0.048400000     0.33528900     0.33528897
    0.048500000     0.33580501     0.33580498
    0.048600000     0.33632040     0.33632037
    0.048700000     0.33683518     0.33683515
    0.048800000     0.33734934     0.33734931
    0.048900000     0.33786289     0.33786286
    0.049000000     0.33837583     0.33837580
    0.049100000     0.33888816     0.33888813
    0.049200000     0.33939987     0.33939984
    0.049300000     0.33991097     0.33991094
    0.049400000     0.34042146     0.34042143
    0.049500000     0.34093134     0.34093131
    0.049600000     0.34144061     0.34144058
    0.049700000     0.34194927     0.34194924
    0.049800000     0.34245733     0.34245730
    0.049900000     0.34296477     0.34296474
    0.050000000     0.34347161     0.34347158
    0.050100000     0.34397784     0.34397781
    0.050200000     0.34448347     0.34448344
    0.050300000     0.34498849     0.34498846
    0.050400000     0.34549291     0.34549288
    0.050500000     0.34599672     0.34599669
    0.050600000     0.34649993     0.34649990
    0.050700000     0.34700253     0.34700250
    0.050800000     0.34750453     0.34750451
    0.050900000     0.34800594     0.34800591
    0.051000000     0.34850674     0.34850671
    0.051100000     0.34900694     0.34900691
    0.051200000     0.34950654     0.34950651
    0.051300000     0.35000554     0.35000551
    0.051400000     0.35050394     0.35050391
    0.051500000     0.35100174     0.35100171
    0.051600000     0.35149895     0.35149892
    0.051700000     0.35199556     0.35199553
    0.051800000     0.35249157     0.35249154
    0.051900000     0.35298699     0.35298696
    0.052000000     0.35348181     0.35348178
    0.052100000     0.35397604     0.35397601
    0.052200000     0.35446967     0.35446965
    0.052300000     0.35496272     0.35496269
    0.052400000     0.35545516     0.35545513
    0.052500000     0.35594702     0.35594699
    0.052600000     0.35643828     0.35643825
    0.052700000     0.35692896     0.35692893
    0.052800000     0.35741904     0.35741901
    0.052900000     0.35790853     0.35790850
    0.053000000     0.35839744     0.35839741
    0.053100000     0.35888575     0.35888572
    0.053200000     0.35937348     0.35937345
    0.053300000     0.35986062     0.35986059
    0.053400000     0.36034717     0.36034714
    0.053500000     0.36083314     0.36083311
    0.053600000     0.36131852     0.36131849
    0.053700000     0.36180332     0.36180329
    0.053800000     0.36228753     0.36228750
    0.053900000     0.36277115     0.36277112
    0.054000000     0.36325420     0.36325417
    0.054100000     0.36373666     0.36373663
    0.054200000     0.36421854     0.36421851
    0.054300000     0.36469984     0.36469981
    0.054400000     0.36518055     0.36518052
    0.054500000     0.36566069     0.36566066
    0.054600000     0.36614025     0.36614022
    0.054700000     0.36661922     0.36661919
    0.054800000     0.36709762     0.36709759
    0.054900000     0.36757544     0.36757541
    0.055000000     0.36805269     0.36805266
    0.055100000     0.36852935     0.36852932
    0.055200000     0.36900544     0.36900541
    0.055300000     0.36948096     0.36948093
    0.055400000     0.36995589     0.36995586
    0.055500000     0.37043026     0.37043023
    0.055600000     0.37090405     0.37090402
    0.055700000     0.37137726     0.37137723
    0.055800000     0.37184991     0.37184988
    0.055900000     0.37232198     0.37232195
    0.056000000     0.37279348     0.37279345
    0.056100000     0.37326441     0.37326438
    0.056200000     0.37373476     0.37373473
    0.056300000     0.37420455     0.37420452
    0.056400000     0.37467377     0.37467374
    0.056500000     0.37514242     0.37514239
    0.056600000     0.37561050     0.37561047
    0.056700000     0.37607801     0.37607798
    0.056800000     0.37654496     0.37654493
    0.056900000     0.37701134     0.37701130
    0.057000000     0.37747715     0.37747712
    0.057100000     0.37794240     0.37794236
    0.057200000     0.37840708     0.37840705
    0.057300000     0.37887120     0.37887117
    0.057400000     0.37933475     0.37933472
    0.057500000     0.37979774     0.37979771
    0.057600000     0.38026017     0.38026014
    0.057700000     0.38072204     0.38072200
    0.057800000     0.38118334     0.38118331
    0.057900000     0.38164408     0.38164405
    0.058000000     0.38210427     0.38210423
    0.058100000     0.38256389     0.38256386
    0.058200000     0.38302295     0.38302292
    0.058300000     0.38348146     0.38348143
    0.058400000     0.38393941     0.38393937
    0.058500000     0.38439679     0.38439676
    0.058600000     0.38485363     0.38485359
    0.058700000     0.38530990     0.38530987
    0.058800000     0.38576562     0.38576559
    0.058900000     0.38622078     0.38622075
    0.059000000     0.38667539     0.38667536
    0.059100000     0.38712945     0.38712942
    0.059200000     0.38758295     0.38758292
    0.059300000     0.38803590     0.38803587
    0.059400000     0.38848829     0.38848826
    0.059500000     0.38894014     0.38894010
    0.059600000     0.38939143     0.38939139
    0.059700000     0.38984217     0.38984213
    0.059800000     0.39029236     0.39029232
    0.059900000     0.39074200     0.39074196
    0.060000000     0.39119109     0.39119106
    0.060100000     0.39163963     0.39163960
    0.060200000     0.39208762     0.39208759
    0.060300000     0.39253507     0.39253504
    0.060400000     0.39298197     0.39298194
    0.060500000     0.39342832     0.39342829
    0.060600000     0.39387413     0.39387409
    0.060700000     0.39431939     0.39431935
    0.060800000     0.39476410     0.39476407
    0.060900000     0.39520827     0.39520824
    0.061000000     0.39565190     0.39565187
    0.061100000     0.39609498     0.39609495
    0.061200000     0.39653753     0.39653749
    0.061300000     0.39697952     0.39697949
    0.061400000     0.39742098     0.39742095
    0.061500000     0.39786190     0.39786186
    0.061600000     0.39830227     0.39830224
    0.061700000     0.39874211     0.39874207
    0.061800000     0.39918140     0.39918137
    0.061900000     0.39962016     0.39962013
    0.062000000     0.40005838     0.40005834
    0.062100000     0.40049606     0.40049602
    0.062200000     0.40093320     0.40093317
    0.062300000     0.40136981     0.40136977
    0.062400000     0.40180588     0.40180584
    0.062500000     0.40224141     0.40224138
    0.062600000     0.40267641     0.40267637
    0.062700000     0.40311087     0.40311084
    0.062800000     0.40354480     0.40354477
    0.062900000     0.40397820     0.40397816
    0.063000000     0.40441106     0.40441103
    0.063100000     0.40484339     0.40484336
    0.063200000     0.40527519     0.40527515
    0.063300000     0.40570645     0.40570642
    0.063400000     0.40613719     0.40613716
    0.063500000     0.40656739     0.40656736
    0.063600000     0.40699707     0.40699704
    0.063700000     0.40742622     0.40742618
    0.063800000     0.40785483     0.40785480
    0.063900000     0.40828292     0.40828289
    0.064000000     0.40871048     0.40871045
    0.064100000     0.40913751     0.40913748
    0.064200000     0.40956402     0.40956399
    0.064300000     0.40999000     0.40998997
    0.064400000     0.41041546     0.41041542
    0.064500000     0.41084039     0.41084035
    0.064600000     0.41126479     0.41126476
    0.064700000     0.41168867     0.41168864
    0.064800000     0.41211203     0.41211199
    0.064900000     0.41253486     0.41253483
    0.065000000     0.41295717     0.41295714
    0.065100000     0.41337896     0.41337893
    0.065200000     0.41380023     0.41380020
    0.065300000     0.41422098     0.41422094
    0.065400000     0.41464120     0.41464117
    0.065500000     0.41506091     0.41506088
    0.065600000     0.41548010     0.41548006
    0.065700000     0.41589877     0.41589873
    0.065800000     0.41631692     0.41631688
    0.065900000     0.41673455     0.41673451
    0.066000000     0.41715166     0.41715163
    0.066100000     0.41756826     0.41756822
    0.066200000     0.41798434     0.41798431
    0.066300000     0.41839991     0.41839987
    0.066400000     0.41881496     0.41881492
    0.066500000     0.41922949     0.41922946
    0.066600000     0.41964351     0.41964348
    0.066700000     0.42005702     0.42005698
    0.066800000     0.42047001     0.42046998
    0.066900000     0.42088249     0.42088246
    0.067000000     0.42129446     0.42129443
    0.067100000     0.42170592     0.42170589
    0.067200000     0.42211687     0.42211683
    0.067300000     0.42252730     0.42252727
    0.067400000     0.42293723     0.42293719
    0.067500000     0.42334664     0.42334661
    0.067600000     0.42375555     0.42375552
    0.067700000     0.42416395     0.42416391
    0.067800000     0.42457184     0.42457180
    0.067900000     0.42497922     0.42497918
    0.068000000     0.42538609     0.42538606
    0.068100000     0.42579246     0.42579243
    0.068200000     0.42619833     0.42619829
    0.068300000     0.42660368     0.42660365
    0.068400000     0.42700853     0.42700850
    0.068500000     0.42741288     0.42741284
    0.068600000     0.42781672     0.42781669
    0.068700000     0.42822006     0.42822003
    0.068800000     0.42862290     0.42862286
    0.068900000     0.42902523     0.42902520
    0.069000000     0.42942706     0.42942703
    0.069100000     0.42982839     0.42982836
    0.069200000     0.43022922     0.43022919
    0.069300000     0.43062955     0.43062951
    0.069400000     0.43102938     0.43102934
    0.069500000     0.43142871     0.43142867
    0.069600000     0.43182754     0.43182750
    0.069700000     0.43222587     0.43222583
    0.069800000     0.43262370     0.43262366
    0.069900000     0.43302104     0.43302100
    0.070000000     0.43341787     0.43341784
    0.070100000     0.43381422     0.43381418
    0.070200000     0.43421006     0.43421003
    0.070300000     0.43460541     0.43460538
    0.070400000     0.43500027     0.43500023
    0.070500000     0.43539463     0.43539459
    0.070600000     0.43578849     0.43578846
    0.070700000     0.43618187     0.43618183
    0.070800000     0.43657474     0.43657471
    0.070900000     0.43696713     0.43696709
    0.071000000     0.43735903     0.43735899
    0.071100000     0.43775043     0.43775039
    0.071200000     0.43814134     0.43814130
    0.071300000     0.43853176     0.43853173
    0.071400000     0.43892169     0.43892166
    0.071500000     0.43931113     0.43931110
    0.071600000     0.43970009     0.43970005
    0.071700000     0.44008855     0.44008851
    0.071800000     0.44047653     0.44047649
    0.071900000     0.44086401     0.44086398
    0.072000000     0.44125101     0.44125098
    0.072100000     0.44163753     0.44163749
    0.072200000     0.44202355     0.44202352
    0.072300000     0.44240910     0.44240906
    0.072400000     0.44279415     0.44279411
    0.072500000     0.44317872     0.44317869
    0.072600000     0.44356281     0.44356277
    0.072700000     0.44394641     0.44394638
    0.072800000     0.44432953     0.44432950
